document_info.title,document_info.abstract_preview,term_analysis.bmi_adiposity.present,term_analysis.bmi_adiposity.locations,term_analysis.bmi_adiposity.variations_found,term_analysis.bmi_adiposity.is_main_exposure,term_analysis.mendelian_randomisation.present,term_analysis.mendelian_randomisation.locations,term_analysis.mendelian_randomisation.variations_found,term_analysis.mendelian_randomisation.is_main_method,term_analysis.blood_pressure.present,term_analysis.blood_pressure.locations,term_analysis.blood_pressure.variations_found,term_analysis.blood_pressure.is_main_outcome,term_analysis.european_ancestry.present,term_analysis.european_ancestry.locations,term_analysis.european_ancestry.variations_found,term_analysis.european_ancestry.is_ancestry_European,term_analysis.reviews.present,term_analysis.reviews.locations,term_analysis.reviews.variations_found,Reason.justify
"Molecular sources of residual cardiovascular risk, clinical signals, and innovative solutions: relationship with subclinical disease, undertreatment, and poor adherence: implications of new evidence upon optimizing cardiovascular patient outcomes","Residual risk, the ongoing appreciable risk of maj...",True,['abstract'],['body weight'],False,True,['abstract'],['Mendelian randomization'],False,True,['abstract'],['hypertension'],False,False,[],[],False,False,[],[],"Body weight found in abstract, not main exposure; Mendelian randomization found in abstract, not main method; Hypertension found in abstract, not main outcome; No European ancestry or country terms found; No review terms found."
Cardiometabolic Polygenic Risk Scores and Osteoarthritis Outcomes: A Mendelian Randomization Study Using Data From the Malmo Diet and Cancer Study and the UK Biobank,OBJECTIVE: To investigate the causal role of cardi...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,True,['abstract'],['systolic blood pressure (BP)'],False,True,['title'],"['Malmo', 'UK']",True,False,[],[],"BMI as main exposure, Mendelian randomization as main method, systolic BP not main outcome, European ancestry terms (Malmo, UK), no review terms."
Association of cannabis use disorder with cardiovascular diseases: A two-sample Mendelian randomization study,Background: The use of cannabis has increased glob...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomisation']",True,True,['abstract'],['hypertension'],False,False,[],[],False,False,[],[],"Mendelian randomization, Mendelian randomisation, body mass index, hypertension"
Timing of Pubertal Development and Midlife Blood Pressure in Men and Women: A Mendelian Randomization Study,INTRODUCTION: Observational studies suggest earlie...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian randomization', 'MR']",True,True,"['title', 'abstract']","['Blood Pressure', 'systolic BP', 'diastolic BP', 'hypertension']",True,True,['abstract'],['UK Biobank'],True,False,[],[],"BMI as exposure not main, MR as main method, BP as main outcome, European ancestry confirmed, no review terms."
Effect of Cheese Intake on Cardiovascular Diseases and Cardiovascular Biomarkers,BACKGROUND: A growing number of cohort studies rev...,True,['abstract'],['lower body mass index (BMI)'],True,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['hypertension'],True,False,[],[],False,False,[],[],"lower body mass index (BMI), Mendelian randomization, hypertension"
Genetic evidence for a causal relationship between type 2 diabetes and peripheral artery disease in both Europeans and East Asians,BACKGROUND: Observational studies have revealed th...,True,['abstract'],['body mass index'],False,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['systolic blood pressure'],False,True,"['title', 'abstract']","['Europeans', 'European-specific']",True,False,[],[],"Terms found: body mass index, Mendelian randomization, systolic blood pressure, Europeans, European-specific. Terms missing: review terms."
Mendelian randomization analysis does not support causal associations of birth weight with hypertension risk and blood pressure in adulthood,Epidemiology studies suggested that low birthweigh...,False,[],[],False,True,"['title', 'abstract']",['Mendelian randomization'],True,True,"['title', 'abstract']","['hypertension', 'blood pressure', 'systolic blood pressure', 'diastolic blood pressure']",True,True,['abstract'],['UK Biobank'],True,False,[],[],"Mendelian randomization, hypertension, blood pressure, systolic blood pressure, diastolic blood pressure, UK Biobank"
"Genome-Wide Association Analysis of Over 170,000 Individuals from the UK Biobank Identifies Seven Loci Associated with Dietary Approaches to Stop Hypertension (DASH) Diet",Diet is a modifiable risk factor for common chroni...,True,['abstract'],['body mass index (BMI)/obesity'],False,True,['abstract'],['Mendelian randomisation'],True,True,['title'],['Dietary Approaches to Stop Hypertension (DASH)'],False,True,['abstract'],['UK Biobank'],True,False,[],[],"Terms found: body mass index (BMI)/obesity, Mendelian randomisation, Dietary Approaches to Stop Hypertension (DASH), UK Biobank. Missing terms: specific review terms."
A multi-population phenome-wide association study of genetically-predicted height in the Million Veteran Program,BACKGROUND: Height has been associated with many c...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian Randomization'],True,True,['abstract'],['hypertension'],False,True,['abstract'],['European-ancestry'],True,False,[],[],"Mendelian Randomization in title and abstract, body mass index and hypertension in abstract, European-ancestry in abstract. No review terms found."
The association between cardiovascular risk factors and major cardiovascular diseases decreases with increasing frailty levels in geriatric outpatients,BACKGROUND: Frailty marks a process of increasing ...,True,['abstract'],['obesity'],False,True,['abstract'],['Mendelian randomization'],False,True,['abstract'],['hypertension'],False,False,[],[],False,False,[],[],"Obesity found as a CVRF but not main exposure, Mendelian randomization mentioned but not main method, hypertension found but not main outcome, no European ancestry or review terms found."
Genetic Determinants of Body Mass Index and Fasting Glucose Are Mediators of Grade 1 Diastolic Dysfunction,Background Early (grade 1) cardiac left ventricula...,True,"['title', 'abstract']","['Body Mass Index', 'BMI']",True,True,['abstract'],"['Mendelian randomization', '2-sample Mendelian randomization', 'Mendelian randomization-Egger', 'Multivariable Mendelian randomization']",True,True,['abstract'],['hypertension'],False,True,['abstract'],['European ancestry'],True,False,[],[],"Body Mass Index, BMI, Mendelian randomization, 2-sample Mendelian randomization, Mendelian randomization-Egger, Multivariable Mendelian randomization, hypertension, European ancestry"
Cardiovascular risk factors and lifestyle behaviours in relation to longevity: a Mendelian randomization study,BACKGROUND: The American Heart Association introdu...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['systolic and diastolic blood pressure'],True,False,[],[],False,False,[],[],"BMI ('body mass index'), Mendelian randomisation ('Mendelian randomization'), and blood pressure terms ('systolic and diastolic blood pressure') are present in the abstract. No European ancestry or review terms found."
Mendelian Randomization Analyses Suggest Childhood Body Size Indirectly Influences End Points From Across the Cardiovascular Disease Spectrum Through Adult Body Size,Background Obesity is associated with long-term he...,True,"['title', 'abstract']",['adult body size'],True,True,"['title', 'abstract']","['Mendelian randomization', 'multivariable Mendelian randomization']",True,True,['abstract'],['hypertension'],True,False,[],[],False,False,[],[],"adult body size, Mendelian randomization, multivariable Mendelian randomization, hypertension"
Maternal Hypertension Increases Risk of Preeclampsia and Low Fetal Birthweight: Genetic Evidence From a Mendelian Randomization Study,BACKGROUND: Maternal cardiovascular risk factors h...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['systolic blood pressure'],True,True,['abstract'],['European ancestry'],True,False,[],[],All terms except review terms are present in the title and abstract. Review terms are missing.
"MR-PheWAS: hypothesis prioritization among potential causal effects of body mass index on many outcomes, using Mendelian randomization",Observational cohort studies can provide rich data...,True,"['title', 'abstract']","['body mass index', 'BMI']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['blood pressure'],False,False,[],[],False,False,[],[],"Present terms: body mass index, BMI, Mendelian randomization, blood pressure. Missing terms: European ancestry terms, review terms."
Causal Effects of Overall and Abdominal Obesity on Insulin Resistance and the Risk of Type 2 Diabetes Mellitus: A Two-Sample Mendelian Randomization Study,Overall and abdominal obesity were significantly a...,True,"['title', 'abstract']","['Overall and abdominal obesity', 'body mass index (BMI)']",True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization (MR)']",True,True,['abstract'],"['diastolic blood pressure', 'systolic blood pressure']",False,False,[],[],False,False,[],[],"BMI and adiposity terms present as main exposure, Mendelian randomisation as main method, blood pressure terms not as main outcome, no European ancestry or review terms found."
Trans-ethnic Mendelian-randomization study reveals causal relationships between cardiometabolic factors and chronic kidney disease,BACKGROUND: This study was to systematically test ...,True,['abstract'],['genetically predicted body mass index (BMI)'],True,True,"['title', 'abstract']","['Mendelian randomization', 'Non-linear Mendelian randomization']",True,True,['abstract'],"['hypertension', 'systolic blood pressure']",True,True,['abstract'],"['European ancestry', 'European']",True,False,[],[],"All terms are present in the abstract except for review terms, which are not mentioned."
Appraising the Effect of Potential Risk Factors on Thyroid Cancer: A Mendelian Randomization Study,CONTEXT: Various risk factors have been associated...,True,['abstract'],['waist-to-hip ratio'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,True,['abstract'],['diastolic blood pressure'],False,True,['abstract'],['FinnGen Study'],True,False,[],[],"waist-to-hip ratio, Mendelian Randomization, Mendelian randomization, diastolic blood pressure, FinnGen Study"
Blood pressure and risk of cancer: a Mendelian randomization study,BACKGROUND: Previous large observational cohort st...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,True,"['title', 'abstract']","['blood pressure', 'BP', 'systolic and diastolic BP']",True,True,['abstract'],['UK Biobank'],True,False,[],[],"Terms found: body mass index, Mendelian randomization, blood pressure, BP, systolic and diastolic BP, UK Biobank. Terms missing: review terms."
"Roles of Cardiometabolic Factors in Mediating the Causal Effect of Type 2 Diabetes on Cardiovascular Diseases: A Two-Step, Two-Sample Multivariable Mendelian Randomization Study",Objective: The objective of this study is to inves...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'multivariable Mendelian randomization']",True,True,['abstract'],"['blood pressure', 'systolic blood pressure (SBP)', 'diastolic blood pressure (DBP)']",False,False,[],[],False,False,[],[],"The terms 'body mass index (BMI)', 'Mendelian Randomization', 'multivariable Mendelian randomization', 'blood pressure', 'systolic blood pressure (SBP)', 'diastolic blood pressure (DBP)' are present in the abstract. No European ancestry or review terms found."
Accelerated MRI-predicted brain ageing and its associations with cardiometabolic and brain disorders,Brain structure in later life reflects both influe...,True,['abstract'],['body mass index'],False,False,[],[],False,True,['abstract'],['increased diastolic blood pressure'],False,True,['abstract'],['UK Biobank'],True,False,[],[],Body mass index and increased diastolic blood pressure are mentioned in the abstract. No Mendelian randomisation or review terms found. UK Biobank indicates European ancestry.
Association between alcohol and cardiovascular disease: Mendelian randomisation analysis based on individual participant data,OBJECTIVE: To use the rs1229984 variant in the alc...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomisation'],True,True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['European descent'],True,False,[],[],"Mendelian randomisation, European descent, body mass index, systolic blood pressure present. No review terms found."
The Association of Obstructive Sleep Apnea With Breast Cancer Incidence and Mortality: A Systematic Review and Meta-analysis,PURPOSE: Emerging evidence from animal models sugg...,True,['abstract'],['obesity'],False,True,['abstract'],['Mendelian randomization'],False,True,['abstract'],['hypertension'],False,False,[],[],False,True,['title'],['Systematic Review and Meta-analysis'],"Obesity found in abstract but not as main exposure, Mendelian randomization found in abstract but not as main method, hypertension found in abstract but not as main outcome, no European ancestry terms found, Systematic Review and Meta-analysis found in title."
Causal associations of tobacco smoking with cardiovascular risk factors: a Mendelian randomization analysis of the HUNT Study in Norway,BACKGROUND: Tobacco smoking has been associated wi...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],"['lower blood pressure', 'lower systolic blood pressure', 'diastolic blood pressure']",False,True,['title'],['Norway'],True,False,[],[],"BMI as main exposure, Mendelian randomization as main method, blood pressure not main outcome, Norway as European ancestry, no review terms"
"Blood Eosinophil Count and Metabolic, Cardiac and Pulmonary Outcomes: A Mendelian Randomization Study",Blood eosinophil count is associated with a variet...,True,['abstract'],['obesity'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,False,[],[],False,False,[],[],False,False,[],[],"Mendelian Randomization present in title and abstract, obesity mentioned in abstract but not as main exposure, no blood pressure terms, no European ancestry terms, no review terms."
Risk of lower respiratory tract infections: a genome-wide association study with Mendelian randomization analysis in three independent European populations,OBJECTIVE: Lower respiratory tract infections (LRT...,True,['abstract'],['increasing body mass index'],True,True,"['title', 'abstract']","['Mendelian randomization', 'MR']",True,True,['abstract'],['systolic blood pressure'],True,True,['title'],['European populations'],True,False,[],[],"Terms found: increasing body mass index, Mendelian randomization, MR, systolic blood pressure, European populations. Terms missing: review terms."
Associations of genetically predicted IL-6 signaling with cardiovascular disease risk across population subgroups,BACKGROUND: Interleukin 6 (IL-6) signaling is bein...,True,['abstract'],['body mass index'],False,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['White British'],True,False,[],[],"BMI mentioned as a stratification factor, not main exposure; Mendelian randomization used as main method; Systolic blood pressure mentioned as a stratification factor, not main outcome; White British indicates European ancestry; No review terms found."
Genetically predicted higher educational attainment decreases the risk of stroke: a multivariable Mendelian randomization study,BACKGROUND: The causal association between educati...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian randomization', 'mendelian randomization']",True,True,['abstract'],['hypertension'],False,True,['abstract'],['European descent'],True,False,[],[],"BMI is present but not as main exposure, Mendelian randomization is the main method, hypertension is present but not as main outcome, European descent confirms European ancestry, no review terms found."
Genetically determined intelligence and coronary artery disease risk,BACKGROUND: Epidemiological studies have shown inv...,True,['abstract'],['body mass index (BMI)'],False,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['hypertension'],False,False,[],[],False,False,[],[],"BMI mentioned as part of phenotypes but not as main exposure, Mendelian randomization used as main method, hypertension mentioned but not as main outcome, no European ancestry or review terms found."
"Relative Deprivation, Income Inequality, and Cardiovascular Health: Observational and Mendelian Randomization Studies in Hong Kong Chinese",The associations between absolute vs. relative inc...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian Randomization (MR)']",True,True,['abstract'],"['systolic blood pressure', 'diastolic blood pressure']",False,False,[],[],False,False,[],[],"BMI mentioned as a risk factor, not main exposure; Mendelian Randomization used as main method; Blood pressure terms present but not main outcome; No European ancestry or country terms found; No review terms found."
Does greater adiposity increase blood pressure and hypertension risk?: Mendelian randomization using the FTO/MC4R genotype,Elevated blood pressure increases the risk of expe...,True,"['title', 'abstract']","['adiposity', 'body mass index']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,"['title', 'abstract']","['blood pressure', 'hypertension', 'systolic blood pressure', 'diastolic blood pressure']",True,True,['abstract'],['Copenhagen General Population Study'],True,False,[],[],"All terms: adiposity, body mass index, Mendelian randomization, blood pressure, hypertension, systolic blood pressure, diastolic blood pressure, Copenhagen General Population Study are present. Review terms are missing."
Genome-wide association and Mendelian randomisation analysis provide insights into the pathogenesis of heart failure,Heart failure (HF) is a leading cause of morbidity...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomisation'],True,True,['abstract'],['hypertension'],True,False,[],[],False,False,[],[],"The terms 'Mendelian randomisation' and 'body mass index' are present in the abstract, and 'hypertension' is mentioned as a main outcome. No terms related to European ancestry or review types were found."
Association between bilirubin and cardiovascular disease risk factors: using Mendelian randomization to assess causal inference,BACKGROUND: Elevated serum bilirubin has been asso...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['blood pressure'],False,False,[],[],False,False,[],[],"BMI as main exposure, Mendelian randomisation as main method, blood pressure not main outcome, no European ancestry or review terms."
Association between adiposity and cardiovascular outcomes: an umbrella review and meta-analysis of observational and Mendelian randomization studies,AIMS: The aim of this study was to investigate the...,True,"['title', 'abstract']","['adiposity', 'obesity-related indices', 'A body mass index (BMI) increase']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['hypertension'],True,True,['abstract'],['European Society of Cardiology'],True,True,['title'],['umbrella review'],"All terms present in the title and abstract: adiposity, obesity-related indices, A body mass index (BMI) increase, Mendelian randomization, hypertension, European Society of Cardiology, umbrella review."
Cognitive ability and physical health: a Mendelian randomization study,Causes of the association between cognitive abilit...,True,['abstract'],['BMI'],True,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization']",True,True,['abstract'],['systolic blood pressure'],True,True,['abstract'],['UK Biobank'],True,False,[],[],"BMI, Mendelian randomization, systolic blood pressure, UK Biobank present in the abstract. No review terms found."
Genetic determinants of daytime napping and effects on cardiometabolic health,"Daytime napping is a common, heritable behavior, b...",True,['abstract'],['waist circumference'],False,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['higher blood pressure'],True,True,['abstract'],['UK Biobank'],True,False,[],[],"waist circumference, Mendelian randomization, higher blood pressure, UK Biobank, no review terms"
"Avoiding dynastic, assortative mating, and population stratification biases in Mendelian randomization through within-family analyses",Estimates from Mendelian randomization studies of ...,True,['abstract'],['lower BMI'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['high blood pressure'],True,True,['abstract'],['UK Biobank'],True,False,[],[],"BMI as main exposure, Mendelian randomization as main method, high blood pressure as main outcome, UK Biobank indicating European ancestry, no review terms found."
From the Editor,N/A...,False,[],[],False,False,[],[],False,False,[],[],False,False,[],[],False,False,[],[],"No terms related to BMI/adiposity, Mendelian randomisation, blood pressure, European ancestry, or reviews are present in the title or abstract."
Multiple genetic variants explain measurable variance in type 2 diabetes-related traits in Pakistanis,AIMS/HYPOTHESIS: Multiple genetic variants are ass...,True,['abstract'],['BMI'],True,True,['abstract'],['Mendelian randomisation'],True,True,['abstract'],"['systolic blood pressure', 'diastolic blood pressure']",True,True,['abstract'],['Europeans'],True,False,[],[],"BMI, Mendelian randomisation, systolic blood pressure, diastolic blood pressure, Europeans present in the abstract. No review terms found."
Genetically Predicted Obesity Causally Increased the Risk of Hypertension Disorders in Pregnancy,Aims: This study aimed to evaluate the causal asso...,True,"['title', 'abstract']",['obesity'],True,True,['abstract'],['Mendelian randomization'],True,True,"['title', 'abstract']",['hypertension disorders'],True,True,['abstract'],['FinnGen'],True,False,[],[],"The terms 'obesity', 'Mendelian randomization', 'hypertension disorders', and 'FinnGen' are present in the title and abstract. Missing terms include specific review types and European ancestry terms other than 'FinnGen'."
"Adult height, coronary heart disease and stroke: a multi-locus Mendelian randomization meta-analysis",Background: We investigated causal effect of compl...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization meta-analysis']",True,True,['abstract'],['systolic blood pressure'],False,False,[],[],False,True,['title'],['meta-analysis'],"BMI mentioned as a result of height increase, not main exposure; Mendelian randomization is the main method; Systolic blood pressure mentioned, not main outcome; No European ancestry terms; Meta-analysis mentioned."
Correcting the Standard Errors of 2-Stage Residual Inclusion Estimators for Mendelian Randomization Studies,Mendelian randomization studies use genotypes as i...,False,[],[],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,False,[],[],False,False,[],[],False,False,[],[],"Mendelian Randomization present in title and abstract. No terms related to BMI/adiposity, blood pressure, European ancestry, or reviews found."
Novel loci for childhood body mass index and shared heritability with adult cardiometabolic traits,The genetic background of childhood body mass inde...,True,['abstract'],['adult BMI'],False,False,[],[],False,True,['abstract'],['diastolic blood pressure'],False,False,[],[],False,False,[],[],"adult BMI, diastolic blood pressure present in abstract. No Mendelian randomisation, European ancestry terms, or review terms found."
Comprehensive Investigation of Circulating Biomarkers and Their Causal Role in Atherosclerosis-Related Risk Factors and Clinical Events,BACKGROUND: Circulating biomarkers have been previ...,True,['abstract'],['body mass index'],True,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],"['systolic blood pressure', 'hypertension']",True,True,['abstract'],['UK Biobank'],True,False,[],[],"All terms present in the abstract: body mass index, Mendelian randomization, systolic blood pressure, hypertension, UK Biobank. No review terms found."
Epigenetic loci for blood pressure are associated with hypertensive target organ damage in older African Americans from the genetic epidemiology network of Arteriopathy (GENOA) study,BACKGROUND: Hypertension is a major modifiable ris...,True,['abstract'],['body mass index (BMI)'],False,True,['abstract'],['Mendelian randomization'],True,True,"['title', 'abstract']","['blood pressure', 'Hypertension']",True,False,[],[],False,False,[],[],"BMI mentioned as adjusted factor, not main exposure; Mendelian randomization used as main method; Blood pressure terms as main outcome; No European ancestry or review terms found."
Mendelian Randomization Study of Obesity and Cerebrovascular Disease,OBJECTIVE: To systematically investigate causal re...,True,"['title', 'abstract']",['body mass index (BMI)'],True,True,"['title', 'abstract']","['Mendelian randomization', '2-sample Mendelian randomization (MR)']",True,True,['abstract'],['systolic blood pressure (SBP)'],False,False,[],[],False,False,[],[],BMI and Mendelian randomization are present in both title and abstract. Systolic blood pressure is mentioned in the abstract but not as the main outcome. No European ancestry terms or review terms found.
Detecting and correcting for bias in Mendelian randomization analyses using Gene-by-Environment interactions,BACKGROUND: Mendelian randomization (MR) has devel...,True,['abstract'],"['adiposity, measured using body mass index (BMI)']",True,True,"['title', 'abstract']","['Mendelian randomization', 'MR', 'Mendelian randomization (MR)', 'MR using Gene-by-Environment interactions (MRGxE)']",True,True,['abstract'],['systolic blood pressure (SBP)'],True,True,['abstract'],['UK Biobank'],True,False,[],[],"All terms related to Mendelian randomisation, BMI/adiposity, and blood pressure are present and correctly analyzed as per the rules. European ancestry is confirmed with the mention of 'UK Biobank'. No review terms found."
Comorbidities in gout and hyperuricemia: causality or epiphenomena?,PURPOSE OF REVIEW: To review advances in the under...,True,['abstract'],['BMI'],True,True,['abstract'],['Mendelian randomization'],True,False,[],[],False,False,[],[],False,True,['abstract'],['review'],"BMI, Mendelian randomization, review present in abstract; no blood pressure or European ancestry terms found."
Body mass index and body composition in relation to 14 cardiovascular conditions in UK Biobank: a Mendelian randomization study,AIMS: The causal role of adiposity for several car...,True,"['title', 'abstract']","['body mass index', 'adiposity', 'BMI', 'fat mass', 'fat mass index']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['arterial hypertension'],True,True,['abstract'],['UK Biobank'],True,False,[],[],"All terms 'body mass index', 'adiposity', 'BMI', 'fat mass', 'fat mass index', 'Mendelian randomization', 'arterial hypertension', 'UK Biobank' are present in the title and abstract. Missing terms related to reviews."
Vitamin D and heart failure: A two-sample mendelian randomization study,BACKGROUND AND AIMS: The relationship between vita...,True,['abstract'],['BMI'],True,True,"['title', 'abstract']","['mendelian randomization', 'Mendelian randomization', 'MR']",True,True,['abstract'],['hypertension'],False,False,[],[],False,False,[],[],"BMI, mendelian randomization, Mendelian randomization, MR, hypertension present in the abstract. No European ancestry or country terms found. No review terms found."
Association of genetically predicted blood sucrose with coronary heart disease and its risk factors in Mendelian randomization,We assessed the associations of genetically instru...,True,['abstract'],['adiposity'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['blood pressure'],False,False,[],[],False,False,[],[],"adiposity, Mendelian randomization, blood pressure"
A genetic risk score for fasting plasma glucose is independently associated with arterial stiffness: a Mendelian randomization study,BACKGROUND: Arterial stiffness is known to be asso...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['Sweden'],True,False,[],[],"Mendelian randomization, body mass index, systolic blood pressure, Sweden; no review terms found."
Nonalcoholic fatty liver disease or metabolic dysfunction-associated fatty liver disease diagnoses and cardiovascular diseases: From epidemiology to drug approaches,BACKGROUND: A consensus of experts has proposed to...,True,['abstract'],['obesity'],False,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['hypertension'],False,True,['abstract'],['European'],True,True,['abstract'],['review'],"Terms found: obesity, Mendelian randomization, hypertension, European, review. Missing terms: specific European country names, systematic review, umbrella review, scoping review."
Alcohol consumption and cognitive impairment in older men: a mendelian randomization study,OBJECTIVE: To determine whether alcohol consumptio...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['mendelian randomization'],True,True,['abstract'],['hypertension'],False,False,[],[],False,False,[],[],"BMI mentioned as a covariate, not main exposure; Mendelian randomization is the main method; Hypertension mentioned but not as main outcome; No European ancestry or review terms found."
Risk factors for type 2 diabetes mellitus: An exposure-wide umbrella review of meta-analyses,BACKGROUND: Type 2 diabetes mellitus (T2DM) is a g...,True,['abstract'],['Adiposity'],True,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['high systolic blood pressure'],False,False,[],[],False,True,['title'],['umbrella review'],"Adiposity, Mendelian randomization, high systolic blood pressure, umbrella review. No European ancestry or country terms found."
"Cardiometabolic, Lifestyle, and Nutritional Factors in Relation to Varicose Veins: A Mendelian Randomization Study",Background We conducted a 2-sample Mendelian rando...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,True,['abstract'],"['diastolic and systolic blood pressure', 'systolic blood pressure']",False,True,['abstract'],"['UK Biobank', 'FinnGen consortium']",True,False,[],[],"Terms found: body mass index, Mendelian Randomization, Mendelian randomization, diastolic and systolic blood pressure, systolic blood pressure, UK Biobank, FinnGen consortium. Missing terms: review terms."
Type 2 diabetes mellitus increases risk of erectile dysfunction independent of obesity and dyslipidemia: A Mendelian randomization study,BACKGROUND: The causal effects of individual risk ...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,False,[],[],False,True,['abstract'],['Europeans'],True,False,[],[],BMI and Mendelian randomization terms are present in the abstract and title respectively. European ancestry term 'Europeans' is found in the abstract. No blood pressure or review terms are present.
Influence of puberty timing on adiposity and cardiometabolic traits: A Mendelian randomisation study,BACKGROUND: Earlier puberty is widely linked with ...,True,"['title', 'abstract']","['adiposity', 'body mass index (BMI)']",True,True,"['title', 'abstract']","['Mendelian randomisation', 'One-sample Mendelian randomisation (MR)', '2-sample MR']",True,True,['abstract'],['blood pressure'],False,True,['abstract'],['white-European'],True,False,[],[],"All terms present: adiposity, body mass index (BMI), Mendelian randomisation, One-sample Mendelian randomisation (MR), 2-sample MR, blood pressure, white-European. Missing terms: review terms."
Excessive alcohol consumption increases mortality in later life: a genetic analysis of the health in men cohort study,We designed this cohort study of men aged 70-89 ye...,True,['abstract'],['body mass index'],False,False,[],[],False,True,['abstract'],['history of hypertension'],False,False,[],[],False,False,[],[],"The abstract mentions 'body mass index' but not as a main exposure; 'history of hypertension' is mentioned but not as the main outcome; no Mendelian randomisation, European ancestry terms, or review types are mentioned."
Deciphering the Plasma Proteome of Type 2 Diabetes,With an estimated prevalence of 463 million affect...,True,['abstract'],['BMI'],True,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['hypertension'],False,True,['abstract'],"['Region of Augsburg', 'Nord-Trondelag']",True,False,[],[],"BMI, Mendelian randomization, hypertension, Region of Augsburg, Nord-Trondelag present; reviews missing."
New strategies for the development of lipid-lowering therapies to reduce cardiovascular risk,The very high occurrence of cardiovascular events ...,False,[],[],False,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['hypertension'],False,True,['abstract'],['European Society of Cardiology'],True,False,[],[],"Mendelian randomization, hypertension, European Society of Cardiology present in the abstract. No BMI/adiposity, review terms found."
Genetically modulated educational attainment and coronary disease risk,AIMS: Genetic disposition and lifestyle factors ar...,True,['abstract'],['body mass index (BMI)'],True,True,['abstract'],['Mendelian randomization'],True,True,['abstract'],['hypertension'],False,True,['abstract'],['European Society of Cardiology'],True,False,[],[],"Terms found: body mass index (BMI), Mendelian randomization, hypertension, European Society of Cardiology. Missing terms: review terms."
Cardiometabolic risks of SARS-CoV-2 hospitalization using Mendelian Randomization,Many cardiometabolic conditions have demonstrated ...,True,['abstract'],['BMI'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian Randomization (MR)']",True,True,['abstract'],['diastolic and systolic blood pressure'],True,True,['abstract'],['European'],True,False,[],[],"BMI, Mendelian Randomization, diastolic and systolic blood pressure, European. No review terms found."
