,document_info.title,document_info.abstract_preview,term_analysis.bmi_adiposity.present,term_analysis.bmi_adiposity.locations,term_analysis.bmi_adiposity.variations_found,term_analysis.bmi_adiposity.is_main_exposure,term_analysis.mendelian_randomisation.present,term_analysis.mendelian_randomisation.locations,term_analysis.mendelian_randomisation.variations_found,term_analysis.blood_pressure.present,term_analysis.blood_pressure.locations,term_analysis.blood_pressure.variations_found,term_analysis.blood_pressure.is_main_outcome,term_analysis.european_ancestry.present,term_analysis.european_ancestry.locations,term_analysis.european_ancestry.variations_found,score.value,score.breakdown.bmi_adiposity,score.breakdown.mendelian_randomisation,score.breakdown.blood_pressure_terms,score.breakdown.european_ancestry,score.justification,score.breakdown.blood pressure terms,score.breakdown.blood_pressure terms,SCORE
107,Shared genetic components between metabolic syndrome and schizophrenia: Genetic correlation using multipopulation data sets,AIM: The genetic relationship between schizophreni...,True,['abstract'],['body mass index'],False,True,['abstract'],['mendelian randomization'],True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['European'],-1,-1,1,-1.0,1,"BMI is present but not as a main exposure, blood pressure terms are present but not as a main outcome, Mendelian randomisation and European ancestry are present.",,,-18
108,Factorial Mendelian randomization: using genetic variants to assess interactions,BACKGROUND: Factorial Mendelian randomization is t...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']","['Factorial Mendelian randomization', 'factorial Mendelian randomization']",True,['abstract'],['systolic blood pressure'],True,True,['abstract'],['UK Biobank'],2,1,1,1.0,-1,"BMI is studied as a main exposure for blood pressure, which is the main outcome. Mendelian randomization is present in both title and abstract. European ancestry is mentioned (UK Biobank), but not explicitly as European or white ancestry, hence the deduction.",,,62
109,Is aldehyde dehydrogenase 2 a credible genetic instrument for alcohol use in Mendelian randomization analysis in Southern Chinese men?,BACKGROUND: Mendelian randomization studies provid...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic and diastolic blood pressure'],False,False,[],[],-3,-1,1,,-2,BMI is present but not as a main exposure. Mendelian randomisation is present in both title and abstract. Blood pressure terms are present but not as the main outcome. No European ancestry terms are found.,-1.0,,-69
110,"The role of obesity, type 2 diabetes, and metabolic factors in gout: A Mendelian randomization study",Background: Several epidemiological studies have r...,True,['abstract'],"['obesity', 'body mass index (BMI)']",True,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['systolic blood pressure (SBP)'],True,True,['abstract'],['European ancestry'],2,1,1,1.0,-1,"BMI/adiposity is studied as a main exposure to blood pressure, which is the main outcome. Mendelian randomisation is present and European ancestry is mentioned, but not as the main focus.",,,62
111,Does high C-reactive protein concentration increase atherosclerosis? The Whitehall II Study,"BACKGROUND: C-reactive protein (CRP), a marker of ...",False,[],[],False,True,['abstract'],['Mendelian randomization analysis'],False,[],[],False,True,"['title', 'abstract']",['the Whitehall II Study'],-1,-2,1,-2.0,1,"BMI/adiposity is not mentioned, thus scoring -2. Mendelian randomisation is present in the abstract, scoring +1. No blood pressure terms are mentioned, scoring -2. European ancestry is indicated by 'the Whitehall II Study', scoring +1.",,,-98
112,Obesity and ischemic heart disease: defining the link,N/A...,False,[],[],False,False,[],[],False,[],[],False,False,[],[],-6,-2,-1,-2.0,-1,"No terms related to BMI/adiposity, Mendelian randomisation, blood pressure, or European ancestry were found in the title or abstract. BMI/adiposity is not studied as a main exposure to blood pressure, which is also not present as a main outcome. The absence of all key terms results in a negative score.",,,-151
113,Lack of association between modifiable exposures and glioma risk: a Mendelian randomization analysis,BACKGROUND: The etiological basis of glioma is poo...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['diastolic and systolic blood pressure'],False,False,[],[],-3,-1,1,,-2,"BMI is present but not as a main exposure, Mendelian randomisation is present, blood pressure terms are present but not as main outcome, and no European ancestry terms are found.",-1.0,,-69
114,A two-sample Mendelian randomization analysis of modifiable risk factors and intracranial aneurysms,We aimed to investigate the causality between pote...,True,['abstract'],['body fat percentage'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization']",True,['abstract'],"['systolic blood pressure', 'hypertension']",True,False,[],[],-1,-1,1,1.0,-2,"BMI/adiposity is present but not as the main exposure, resulting in -1 points. Mendelian randomisation is present, adding 1 point. Blood pressure terms are present as the main outcome, adding 1 point. European ancestry is absent, deducting 2 points.",,,-9
115,Alcohol use and cardiometabolic risk in the UK Biobank: A Mendelian randomization study,Observational studies suggest alcohol use promotes...,True,['abstract'],['BMI'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomisation']",True,['abstract'],['systolic blood pressure'],True,True,"['title', 'abstract']",['UK Biobank'],0,-1,1,1.0,1,"BMI is present but not as a main exposure, only mitigating the effect of alcohol on type 2 diabetes. Blood pressure is studied as a main outcome. Mendelian randomisation is present in both title and abstract. European ancestry is indicated by the mention of 'UK Biobank'.",,,42
116,Assessment of the Causal Effects of Obstructive Sleep Apnea on Atrial Fibrillation: A Mendelian Randomization Study,BACKGROUND: Obstructive sleep apnea (OSA) and atri...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,['abstract'],['hypertension'],False,True,['abstract'],['Finnish'],0,-1,1,-1.0,1,"BMI is present but not as a main exposure, it is adjusted for in the analysis. Blood pressure (hypertension) is mentioned but not as the main outcome. Mendelian randomisation is clearly present and relevant. Finnish ancestry indicates European ancestry.",,,-18
117,Validation of external and internal exposome of the findings associated to cerebral small vessel disease: A Mendelian randomization study,The exposome characterizes all environmental expos...,True,['abstract'],['Adiposity'],False,True,"['title', 'abstract']","['Mendelian randomization', 'mendelian randomization']",True,['abstract'],['hypertension'],True,False,[],[],-1,-1,1,1.0,-2,"Adiposity is present but not as the main exposure, Mendelian randomisation is present, hypertension is studied as a main outcome, and no European ancestry terms are present.",,,-9
118,"Causal Factors for Knee, Hip, and Hand Osteoarthritis: A Mendelian Randomization Study in the UK Biobank",OBJECTIVE: There is no curative treatment for oste...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",True,['abstract'],['systolic blood pressure (BP)'],False,True,['title'],['UK Biobank'],0,1,1,-1.0,1,"BMI is studied as a main exposure for osteoarthritis, Mendelian randomisation is present, blood pressure is not the main outcome, and the study involves a European population (UK Biobank).",,,2
119,Associations of Circulating Protein Levels With Lipid Fractions in the General Population,Objective - Revealing patterns of associations bet...,True,['abstract'],['body mass index'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['European'],-1,-1,1,-1.0,1,"BMI is present but not as a main exposure, Mendelian randomization is present, blood pressure terms are present but not as a main outcome, and European ancestry is mentioned.",,,-18
120,Exploring the relationship between maternal iron status and offspring's blood pressure and adiposity: a Mendelian randomization study,BACKGROUND: Iron deficiency is the most common mic...,True,"['title', 'abstract']","['adiposity', 'body mass index', 'BMI']",False,True,['title'],['Mendelian randomization'],True,"['title', 'abstract']","['blood pressure', 'BP', 'diastolic BP']",True,True,['abstract'],"[""UK Women's Cohort Study (UKWCS)""]",0,-1,1,1.0,1,"BMI/adiposity is present but not as the main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present and studied as the main outcome, scoring +1. European ancestry is present through the mention of the UK Women's Cohort Study, scoring +1.",,,42
121,Genetically predicted 17beta-estradiol and cardiovascular risk factors in women: a Mendelian randomization analysis using young women in Hong Kong and older women in the Guangzhou Biobank Cohort Study,PURPOSE: The role of estrogen in cardiovascular he...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic and diastolic blood pressure'],True,False,[],[],-1,-1,1,,-2,"BMI/adiposity is present but not as the main exposure, leading to a -1 score. Mendelian randomisation is present, scoring +1. Blood pressure terms are present and are the main outcome, scoring +1. No European ancestry terms are found, resulting in a -2 score.",1.0,,-9
122,Investigating the causal effect of fibroblast growth factor 23 on osteoporosis and cardiometabolic disorders: A Mendelian randomization study,Pathological excess of fibroblast growth factor 23...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomisation']",True,['abstract'],['systolic and diastolic blood pressure'],False,False,[],[],-2,-1,1,,-2,"BMI is present but not as the main exposure, only as a covariate in multivariable analysis. Mendelian randomisation is clearly present in both title and abstract. Blood pressure terms are mentioned but not as the main outcome. No European ancestry terms are found.",-1.0,,-69
123,"Molecular sources of residual cardiovascular risk, clinical signals, and innovative solutions: relationship with subclinical disease, undertreatment, and poor adherence: implications of new evidence upon optimizing cardiovascular patient outcomes","Residual risk, the ongoing appreciable risk of maj...",True,['abstract'],['body weight'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,False,[],[],-2,-1,1,,-2,BMI/adiposity is mentioned ('body weight') but not as a main exposure. Mendelian randomisation is present. Hypertension is mentioned but not as the main outcome. No European ancestry terms are present.,,-1.0,-69
124,Cardiometabolic Polygenic Risk Scores and Osteoarthritis Outcomes: A Mendelian Randomization Study Using Data From the Malmo Diet and Cancer Study and the UK Biobank,OBJECTIVE: To investigate the causal role of cardi...,True,['abstract'],['body mass index (BMI)'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic blood pressure (BP)'],False,True,"['title', 'abstract']","['UK Biobank', 'Malmo Diet and Cancer Study']",0,1,1,-1.0,1,BMI is studied as a main exposure for osteoarthritis outcomes. Mendelian randomisation is present in both title and abstract. Blood pressure is mentioned but not as a main outcome. European ancestry is indicated by references to the UK Biobank and Malmo Diet and Cancer Study.,,,2
125,Association of cannabis use disorder with cardiovascular diseases: A two-sample Mendelian randomization study,Background: The use of cannabis has increased glob...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization (MR)']",True,['abstract'],['hypertension'],False,False,[],[],-2,-1,1,-1.0,-2,"BMI is present but not as a main exposure, only as a mediator. Mendelian randomisation is present in both title and abstract. Hypertension is mentioned but not as a main outcome, rather as a mediator. No European ancestry terms are found.",,,-69
126,Timing of Pubertal Development and Midlife Blood Pressure in Men and Women: A Mendelian Randomization Study,INTRODUCTION: Observational studies suggest earlie...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],"['blood pressure (BP)', 'systolic BP', 'diastolic BP', 'hypertension']",True,True,['abstract'],['UK Biobank'],0,-1,1,1.0,1,"BMI is present but not as a main exposure, it is adjusted for as a covariate. Blood pressure terms are the main outcome of the study. Mendelian randomisation is present in both the title and abstract. European ancestry is indicated by the mention of the UK Biobank.",,,42
127,Effect of Cheese Intake on Cardiovascular Diseases and Cardiovascular Biomarkers,BACKGROUND: A growing number of cohort studies rev...,True,['abstract'],['body mass index (BMI)'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],True,False,[],[],-1,-1,1,1.0,-2,"BMI is present but not as a main exposure, reducing its score. Mendelian randomisation is present, adding a point. Blood pressure terms are present and studied as the main outcome, adding a point. No European ancestry terms are present, reducing the score.",,,-9
128,Genetic evidence for a causal relationship between type 2 diabetes and peripheral artery disease in both Europeans and East Asians,BACKGROUND: Observational studies have revealed th...,True,['abstract'],['body mass index'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],False,True,"['title', 'abstract']","['Europeans', 'European', 'European-specific']",-1,-1,1,-1.0,1,"BMI is present but not as a main exposure, Mendelian randomisation and European ancestry are present, and blood pressure terms are present but not as the main outcome.",,,-18
129,Mendelian randomization analysis does not support causal associations of birth weight with hypertension risk and blood pressure in adulthood,Epidemiology studies suggested that low birthweigh...,False,[],[],False,True,"['title', 'abstract']",['Mendelian randomization'],True,"['title', 'abstract']","['hypertension', 'blood pressure', 'systolic blood pressure', 'diastolic blood pressure']",True,True,['abstract'],['UK Biobank'],-1,-2,1,1.0,1,"BMI/adiposity terms are absent, thus scoring -2. Mendelian randomisation is present in both title and abstract, scoring 1. Blood pressure terms are present and are the main outcome, scoring 1. European ancestry is indicated by the mention of UK Biobank, scoring 1.",,,2
130,"Genome-Wide Association Analysis of Over 170,000 Individuals from the UK Biobank Identifies Seven Loci Associated with Dietary Approaches to Stop Hypertension (DASH) Diet",Diet is a modifiable risk factor for common chroni...,True,['abstract'],['body mass index (BMI)/obesity'],False,True,['abstract'],['Mendelian randomisation'],True,"['title', 'abstract']",['Dietary Approaches to Stop Hypertension (DASH)'],False,True,['abstract'],['UK Biobank'],-1,-1,1,-1.0,1,"BMI is present but not as a main exposure, it's implicated in genetic correlation analysis. Mendelian randomisation is present in the analysis. Blood pressure terms are present but not as the main outcome, rather they are part of the study's dietary focus. European ancestry is indicated by the study population (UK Biobank).",,,-18
131,A multi-population phenome-wide association study of genetically-predicted height in the Million Veteran Program,BACKGROUND: Height has been associated with many c...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian Randomization'],True,['abstract'],['hypertension'],False,True,['abstract'],['European-ancestry'],-1,-1,1,,1,"BMI/adiposity is present but not as the main exposure, leading to a -1 score. Mendelian randomisation is present, scoring +1. Blood pressure terms are present but not as the main outcome, resulting in -1. European ancestry is present, scoring +1.",-1.0,,-18
132,The association between cardiovascular risk factors and major cardiovascular diseases decreases with increasing frailty levels in geriatric outpatients,BACKGROUND: Frailty marks a process of increasing ...,False,[],[],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,False,[],[],-3,-2,1,-1.0,-2,"BMI/adiposity is absent, not studied as an exposure. Blood pressure terms are present but not as the main outcome. Mendelian randomisation is mentioned in the abstract. No European ancestry terms are present.",,,-109
133,Genetic Determinants of Body Mass Index and Fasting Glucose Are Mediators of Grade 1 Diastolic Dysfunction,Background Early (grade 1) cardiac left ventricula...,True,"['title', 'abstract']","['Body Mass Index', 'BMI']",True,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,True,['abstract'],['European ancestry'],0,1,1,-1.0,1,"BMI is studied as a main exposure variable for G1DD, Mendelian randomization is present, blood pressure terms are present but not as the main outcome, and European ancestry is explicitly mentioned.",,,2
134,Cardiovascular risk factors and lifestyle behaviours in relation to longevity: a Mendelian randomization study,BACKGROUND: The American Heart Association introdu...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic and diastolic blood pressure'],True,False,[],[],-1,-1,1,1.0,-2,"BMI is present but not as the main exposure, thus scoring -1. Mendelian randomisation is present in both title and abstract, scoring 1. Blood pressure terms are present and studied as the main outcome, scoring 1. No European ancestry terms are present, scoring -2.",,,-9
135,Mendelian Randomization Analyses Suggest Childhood Body Size Indirectly Influences End Points From Across the Cardiovascular Disease Spectrum Through Adult Body Size,Background Obesity is associated with long-term he...,True,['abstract'],['adult body size'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['hypertension'],True,False,[],[],0,1,1,1.0,-2,"BMI/adiposity is present as a main exposure in the abstract, Mendelian randomisation is present in both title and abstract, hypertension is present as a main outcome in the abstract, and no European ancestry terms are found.",,,11
136,Maternal Hypertension Increases Risk of Preeclampsia and Low Fetal Birthweight: Genetic Evidence From a Mendelian Randomization Study,BACKGROUND: Maternal cardiovascular risk factors h...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],True,True,['abstract'],['European ancestry'],2,1,1,1.0,-1,"BMI is studied as a main exposure for blood pressure outcomes. Blood pressure terms are present and studied as main outcomes. Mendelian randomisation is present in both title and abstract. European ancestry is mentioned, but the context does not specify it as a focus, hence the deduction.",,,62
137,"MR-PheWAS: hypothesis prioritization among potential causal effects of body mass index on many outcomes, using Mendelian randomization",Observational cohort studies can provide rich data...,True,"['title', 'abstract']","['body mass index', 'BMI']",True,True,['title'],['Mendelian randomization'],True,['abstract'],['blood pressure'],False,False,[],[],-1,1,1,-1.0,-2,"BMI is studied as the main exposure in relation to various outcomes, including blood pressure, but blood pressure is not the main outcome. Mendelian randomization is present in the title. No European ancestry terms are mentioned.",,,-49
138,Causal Effects of Overall and Abdominal Obesity on Insulin Resistance and the Risk of Type 2 Diabetes Mellitus: A Two-Sample Mendelian Randomization Study,Overall and abdominal obesity were significantly a...,True,"['title', 'abstract']","['Overall and Abdominal Obesity', 'BMI', 'body mass index']",True,True,"['title', 'abstract']","['Mendelian Randomization', 'MR']",True,['abstract'],"['diastolic blood pressure', 'systolic blood pressure']",False,False,[],[],-1,1,1,-1.0,-2,"BMI/adiposity is studied as a main exposure for insulin resistance and T2DM risk, earning +1. Mendelian randomisation is present in both title and abstract, earning +1. Blood pressure terms are present but not as the main outcome, resulting in -1. No European ancestry terms are found, resulting in -2.",,,-49
139,Trans-ethnic Mendelian-randomization study reveals causal relationships between cardiometabolic factors and chronic kidney disease,BACKGROUND: This study was to systematically test ...,True,['abstract'],['genetically predicted body mass index (BMI)'],True,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian-randomization', 'Non-linear Mendelian randomization']",True,['abstract'],"['hypertension', 'systolic blood pressure']",True,True,['abstract'],"['European ancestry', 'Europeans']",2,1,1,1.0,1,"BMI is studied as a main exposure for CKD, blood pressure terms are studied as main outcomes, Mendelian randomisation is present, and European ancestry is explicitly mentioned.",,,62
140,Appraising the Effect of Potential Risk Factors on Thyroid Cancer: A Mendelian Randomization Study,CONTEXT: Various risk factors have been associated...,True,['abstract'],['waist-to-hip ratio'],False,True,"['title', 'abstract']","['Mendelian randomization', 'Mendelian randomization']",True,['abstract'],['diastolic blood pressure'],False,True,['abstract'],['FinnGen Study'],-1,-1,1,-1.0,1,"BMI/adiposity is present but not as the main exposure, hence -1. Mendelian randomisation is present, hence +1. Blood pressure terms are present but not as the main outcome, hence -1. European ancestry is present, hence +1.",,,-18
141,Blood pressure and risk of cancer: a Mendelian randomization study,BACKGROUND: Previous large observational cohort st...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,"['title', 'abstract']","['blood pressure', 'systolic and diastolic BP']",True,True,['abstract'],['UK Biobank'],0,-1,1,1.0,1,"BMI is present but not as a main exposure, hence -1. Blood pressure terms are the main outcome, scoring +1. Mendelian randomisation is present, scoring +1. European ancestry is indicated by 'UK Biobank', scoring +1. Total score is 0 after summing individual scores.",,,42
142,"Roles of Cardiometabolic Factors in Mediating the Causal Effect of Type 2 Diabetes on Cardiovascular Diseases: A Two-Step, Two-Sample Multivariable Mendelian Randomization Study",Objective: The objective of this study is to inves...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'multivariable Mendelian randomization']",True,['abstract'],"['blood pressure', 'systolic blood pressure (SBP)', 'diastolic blood pressure (DBP)']",False,False,[],[],-3,-1,1,-1.0,-2,"BMI is present but not as the main exposure, it is studied as a mediator. Blood pressure terms are present but studied as mediators, not as main outcomes. Mendelian randomisation is present in both title and abstract. No European ancestry terms are found.",,,-69
143,Accelerated MRI-predicted brain ageing and its associations with cardiometabolic and brain disorders,Brain structure in later life reflects both influe...,True,['abstract'],['body mass index'],False,False,[],[],True,['abstract'],['increased diastolic blood pressure'],,True,['abstract'],['UK Biobank'],-1,-1,-1,,1,"BMI is present but not as a main exposure, Mendelian randomisation is absent, blood pressure terms are present as outcomes, and European ancestry is indicated by 'UK Biobank'.",,1.0,40
144,Association between alcohol and cardiovascular disease: Mendelian randomisation analysis based on individual participant data,OBJECTIVE: To use the rs1229984 variant in the alc...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomisation'],True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['European descent'],-1,-1,1,-1.0,1,"BMI/adiposity is present but not as the main exposure, hence -1. Blood pressure terms are present but not as the main outcome, hence -1. Mendelian randomisation and European ancestry are both present, each contributing +1 to the score.",,,-18
145,The Association of Obstructive Sleep Apnea With Breast Cancer Incidence and Mortality: A Systematic Review and Meta-analysis,PURPOSE: Emerging evidence from animal models sugg...,True,['abstract'],['obesity'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,False,[],[],-2,-1,1,-1.0,-2,BMI/adiposity is present as 'obesity' but not as the main exposure. Mendelian randomisation is present. Blood pressure terms are present as 'hypertension' but not as the main outcome. European ancestry is not mentioned.,,,-69
146,Causal associations of tobacco smoking with cardiovascular risk factors: a Mendelian randomization analysis of the HUNT Study in Norway,BACKGROUND: Tobacco smoking has been associated wi...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],"['lower blood pressure', 'lower systolic blood pressure', 'diastolic blood pressure']",False,True,['title'],['Norway'],-1,-1,1,-1.0,1,"BMI is present but not as the main exposure, blood pressure terms are present but not as the main outcome, Mendelian randomisation and European ancestry are both present.",,,-18
147,"Blood Eosinophil Count and Metabolic, Cardiac and Pulmonary Outcomes: A Mendelian Randomization Study",Blood eosinophil count is associated with a variet...,True,['abstract'],['obesity'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian randomization']",False,[],[],,True,['abstract'],['LifeLines cohort'],-1,-1,1,-2.0,1,"BMI/adiposity is present but not as the main exposure, hence -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are absent, scoring -2. European ancestry is present, scoring +1.",,,-58
148,Risk of lower respiratory tract infections: a genome-wide association study with Mendelian randomization analysis in three independent European populations,OBJECTIVE: Lower respiratory tract infections (LRT...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],True,True,['title'],['European'],2,1,1,1.0,-1,"BMI is studied as a main exposure to blood pressure, which is the main outcome. Mendelian randomisation is present. European ancestry is mentioned, but only in the context of the study population, not as a genetic or risk factor focus.",,,62
149,Associations of genetically predicted IL-6 signaling with cardiovascular disease risk across population subgroups,BACKGROUND: Interleukin 6 (IL-6) signaling is bein...,True,['abstract'],['body mass index'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['White British'],-1,-1,1,-1.0,1,"BMI is present but not as a main exposure, thus -1. Mendelian randomisation is present, thus +1. Blood pressure terms are present but not as a main outcome, thus -1. European ancestry is present, thus +1. Total score calculated as -1.",,,-18
150,Genetically predicted higher educational attainment decreases the risk of stroke: a multivariable Mendelian randomization study,BACKGROUND: The causal association between educati...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian randomization', 'mendelian randomization']",True,['abstract'],['hypertension'],False,True,['abstract'],['European descent'],-1,-1,1,-1.0,1,"BMI is present but not as the main exposure, it is adjusted along with other factors. Blood pressure is mentioned as hypertension but not as the main outcome, it is also adjusted. Mendelian randomisation is present in both the title and abstract. European ancestry is confirmed with the mention of 'European descent'.",,,-18
151,Genetically determined intelligence and coronary artery disease risk,BACKGROUND: Epidemiological studies have shown inv...,True,['abstract'],['BMI'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['hypertension'],False,False,[],[],-3,-1,1,,-2,"BMI is present but not as a main exposure, Mendelian randomization is present, hypertension is mentioned but not as a main outcome, and no European ancestry terms are found.",-1.0,,-69
152,"Relative Deprivation, Income Inequality, and Cardiovascular Health: Observational and Mendelian Randomization Studies in Hong Kong Chinese",The associations between absolute vs. relative inc...,True,['abstract'],['body mass index (BMI)'],False,True,"['title', 'abstract']","['Mendelian Randomization', 'Mendelian Randomization (MR)']",True,['abstract'],"['systolic blood pressure', 'diastolic blood pressure']",True,False,[],[],-1,-1,1,1.0,-2,"BMI is present but not as a main exposure, Mendelian randomisation is present, blood pressure terms are present as the main outcome, and there is no mention of European ancestry.",,,-9
153,Does greater adiposity increase blood pressure and hypertension risk?: Mendelian randomization using the FTO/MC4R genotype,Elevated blood pressure increases the risk of expe...,True,"['title', 'abstract']","['adiposity', 'body mass index', 'body mass index/adiposity']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],"['blood pressure', 'systolic blood pressure', 'diastolic blood pressure', 'hypertension']",True,True,['abstract'],['Copenhagen General Population Study'],2,1,1,1.0,-1,"BMI/adiposity is studied as the main exposure for blood pressure outcomes. Mendelian randomisation is present and used in the analysis. Blood pressure terms are present and studied as the main outcome. European ancestry is mentioned, but only as a location, not explicitly as European/white/caucasian ancestry.",,,62
154,Genome-wide association and Mendelian randomisation analysis provide insights into the pathogenesis of heart failure,Heart failure (HF) is a leading cause of morbidity...,True,['abstract'],['body mass index'],True,True,"['title', 'abstract']",['Mendelian randomisation'],True,['abstract'],['hypertension'],True,False,[],[],0,1,1,1.0,-2,"BMI is studied as a main exposure for heart failure, Mendelian randomisation is present, hypertension is studied as a main outcome, but there is no mention of European ancestry.",,,11
155,Association between bilirubin and cardiovascular disease risk factors: using Mendelian randomization to assess causal inference,BACKGROUND: Elevated serum bilirubin has been asso...,True,['abstract'],['body mass index'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['blood pressure'],False,False,[],[],-2,-1,1,-1.0,-2,"BMI/adiposity is present but not as the main exposure, leading to -1 points. Mendelian randomisation is present, adding 1 point. Blood pressure terms are present but not as the main outcome, resulting in -1 points. European ancestry is absent, deducting 2 points.",,,-69
156,Association between adiposity and cardiovascular outcomes: an umbrella review and meta-analysis of observational and Mendelian randomization studies,AIMS: The aim of this study was to investigate the...,True,"['title', 'abstract']","['adiposity', 'obesity-related indices', 'A body mass index (BMI)', 'adiposity']",True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['hypertension'],True,True,['abstract'],['European Society of Cardiology'],2,1,1,1.0,-1,"BMI/adiposity is studied as the main exposure for cardiovascular outcomes, including blood pressure as a main outcome. Mendelian randomisation is present and contributes positively. European ancestry is mentioned, but only in the context of the publishing society, not the population studied.",,,62
157,Cognitive ability and physical health: a Mendelian randomization study,Causes of the association between cognitive abilit...,True,['abstract'],['BMI'],False,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['systolic blood pressure'],False,True,['abstract'],['UK Biobank'],-1,-1,1,,1,"BMI is present but not as a main exposure, resulting in -1. Mendelian randomisation is present, scoring +1. Blood pressure terms are present but not as the main outcome, scoring -1. European ancestry is indicated by 'UK Biobank', scoring +1.",-1.0,,-18
158,Genetic determinants of daytime napping and effects on cardiometabolic health,"Daytime napping is a common, heritable behavior, b...",True,['abstract'],['waist circumference'],False,True,['abstract'],['Mendelian randomization'],True,['abstract'],['higher blood pressure'],True,True,['abstract'],['UK Biobank'],0,-1,1,1.0,1,"Waist circumference is mentioned as part of the outcomes linked with daytime napping, not as a main exposure. Mendelian randomization is present and used to establish causality. Blood pressure is studied as a main outcome. The UK Biobank indicates European ancestry.",,,42
159,"Avoiding dynastic, assortative mating, and population stratification biases in Mendelian randomization through within-family analyses",Estimates from Mendelian randomization studies of ...,True,['abstract'],['lower BMI'],True,True,"['title', 'abstract']",['Mendelian randomization'],True,['abstract'],['high blood pressure'],True,True,['abstract'],['UK Biobank'],2,1,1,1.0,-1,"BMI is studied as a main exposure for blood pressure outcomes. Mendelian randomisation is present in both title and abstract. Blood pressure is studied as a main outcome. European ancestry is mentioned, but the term 'UK Biobank' does not explicitly confirm European ancestry, leading to a deduction.",,,62
160,From the Editor,N/A...,False,[],[],False,False,[],[],False,[],[],False,False,[],[],-6,-2,-1,-2.0,-1,"No terms related to BMI/adiposity, Mendelian randomisation, blood pressure, or European ancestry were mentioned in the title or abstract, leading to negative scores in all categories.",,,-151
